customer_id,signup_date,home_city,segment,age,household_size,income_band,acquisition_channel,propensity_score
C001373,2/9/2024,Mymensingh,Investor,40,3,Lower-Mid,Broker Network,0.654
C001374,12/1/2024,Dhaka,Investor,37,5,,Organic,0.702
C001375,3/25/2024,Rajshahi,Investor,32,7,Low,Organic,0.75
C001376,5/1/2023,Mymensingh,End-User,52,4,Mid,Paid Search,0.619
C001377,12/2/2022,Chattogram,Renter-to-Owner,27,3,Upper-Mid,Paid Search,0.661
C001378,7/19/2024,Khulna,End-User,41,4,Upper-Mid,Facebook,0.638
C001379,10/2/2022,Sylhet,Investor,33,3,Lower-Mid,Paid Search,0.748
C001380,5/30/2023,Chattogram,End-User,38,5,Lower-Mid,Paid Search,0.478
C001381,4/1/2024,Chattogram,End-User,45,4,Upper-Mid,Facebook,0.61
C001382,9/10/2024,Barishal,End-User,31,2,High,Referral,0.613
C001383,9/8/2024,Sylhet,End-User,39,5,Upper-Mid,Marketplace,0.71
C001384,4/4/2022,Barishal,Investor,36,5,Mid,Referral,0.738
C001385,8/15/2024,Mymensingh,End-User,28,6,Upper-Mid,Paid Search,0.47
C001386,5/2/2022,Chattogram,End-User,45,3,Mid,Paid Search,0.396
C001387,9/16/2023,Sylhet,End-User,40,4,,Organic,0.362
C001388,9/17/2024,Rajshahi,End-User,30,2,Low,Facebook,0.389
C001389,11/30/2023,Rajshahi,End-User,44,4,Upper-Mid,Facebook,0.693
C001390,10/7/2024,Sylhet,End-User,27,4,Upper-Mid,Marketplace,0.637
C001391,1/3/2023,Sylhet,Investor,34,3,Lower-Mid,Paid Search,0.789
C001392,12/2/2022,Rangpur,End-User,30,4,Mid,Paid Search,0.508
C001393,12/14/2022,Chattogram,Renter-to-Owner,41,4,Lower-Mid,Organic,0.561
C001394,1/14/2023,Rajshahi,End-User,30,3,Mid,Facebook,0.371
C001395,12/29/2023,Dhaka,Renter-to-Owner,41,6,Lower-Mid,Marketplace,0.464
C001396,4/28/2023,Rajshahi,End-User,39,3,Lower-Mid,Paid Search,0.287
C001397,2/26/2024,Barishal,End-User,31,4,Lower-Mid,Facebook,0.323
C001398,3/20/2023,Barishal,Renter-to-Owner,50,2,Lower-Mid,Organic,0.63
C001399,11/25/2022,Chattogram,End-User,27,4,High,Facebook,0.545
C001400,7/22/2022,Khulna,End-User,21,3,Upper-Mid,Organic,0.553
C001401,8/11/2023,Chattogram,Investor,42,5,Low,Organic,0.489
C001402,8/15/2024,Dhaka,End-User,18,2,Lower-Mid,Referral,0.592
C001403,7/4/2024,Dhaka,End-User,47,4,Lower-Mid,Organic,0.641
C001404,9/28/2022,Mymensingh,Renter-to-Owner,35,1,Low,Organic,0.494
C001405,5/25/2023,Chattogram,End-User,21,5,Mid,Paid Search,0.615
C001406,1/22/2024,Mymensingh,End-User,25,3,Mid,Organic,0.507
C001407,10/15/2023,Dhaka,End-User,19,4,Low,Referral,0.548
C001408,3/13/2022,Sylhet,End-User,37,3,High,Paid Search,0.643
C001409,9/23/2023,Khulna,Renter-to-Owner,22,2,Mid,Referral,0.743
C001410,2/11/2022,Sylhet,Investor,39,3,Low,Facebook,0.548
C001411,5/5/2022,Rajshahi,Business Buyer,31,4,Mid,Paid Search,0.517
C001412,11/28/2023,Sylhet,Investor,30,4,Lower-Mid,Organic,0.639
C001413,4/20/2022,Rangpur,End-User,39,4,Mid,Referral,0.634
C001414,12/28/2022,Khulna,Investor,40,2,,Facebook,0.482
C001415,9/20/2023,Dhaka,Renter-to-Owner,44,6,Low,Broker Network,0.504
C001416,11/30/2023,Dhaka,End-User,28,4,Lower-Mid,Facebook,0.317
C001417,4/21/2023,Sylhet,End-User,34,3,High,Broker Network,0.783
C001418,4/11/2022,Khulna,Business Buyer,28,4,Mid,Facebook,0.541
C001419,5/1/2024,Khulna,End-User,35,4,Mid,Broker Network,0.615
C001420,10/9/2024,Rajshahi,Investor,27,3,Upper-Mid,Facebook,0.865
C001421,8/5/2024,Chattogram,Renter-to-Owner,30,3,Upper-Mid,Marketplace,0.667
C001422,3/8/2024,Barishal,End-User,30,5,Upper-Mid,Email,0.634
C001423,3/5/2023,Sylhet,Investor,37,6,Low,Paid Search,0.689
C001424,7/23/2024,Sylhet,End-User,34,1,Low,Broker Network,0.347
C001425,6/5/2023,Sylhet,Renter-to-Owner,39,5,Upper-Mid,Organic,0.707
C001426,5/26/2022,Rangpur,End-User,33,4,High,Marketplace,0.741
C001427,6/25/2024,Rajshahi,Renter-to-Owner,29,4,Mid,Paid Search,0.644
C001428,12/8/2022,Mymensingh,Renter-to-Owner,36,5,High,Facebook,0.731
C001429,9/27/2024,Dhaka,End-User,26,1,Mid,Organic,0.503
C001430,1/28/2023,Rajshahi,End-User,39,5,Low,Email,0.468
C001431,7/15/2024,Sylhet,Renter-to-Owner,31,5,Upper-Mid,Marketplace,0.581
C001432,7/27/2023,Chattogram,End-User,36,3,,Facebook,0.782
C001433,5/14/2023,Dhaka,Investor,36,2,Mid,Organic,0.704
C001434,11/13/2022,Khulna,End-User,48,6,Mid,Referral,0.532
C001435,6/9/2024,Chattogram,Renter-to-Owner,37,1,Lower-Mid,Paid Search,0.547
C001436,3/6/2022,Rangpur,End-User,35,4,Mid,Marketplace,0.574
C001437,5/15/2023,Chattogram,End-User,,5,Lower-Mid,Paid Search,0.372
C001438,1/29/2023,Dhaka,Investor,41,4,Mid,Facebook,0.855
C001439,8/3/2023,Khulna,Investor,32,4,Mid,Organic,0.826
C001440,9/29/2022,Chattogram,Business Buyer,20,3,Low,Marketplace,0.47
C001441,12/10/2023,Dhaka,End-User,32,4,Low,Facebook,0.381
C001442,2/16/2023,Khulna,Renter-to-Owner,36,3,Low,Marketplace,0.527
C001443,7/20/2022,Khulna,Renter-to-Owner,27,3,Mid,Paid Search,0.739
C001444,7/29/2022,Dhaka,End-User,33,4,Lower-Mid,Facebook,0.445
C001445,1/13/2024,Rajshahi,Renter-to-Owner,33,2,Mid,Organic,0.568
C001446,10/7/2022,Khulna,Business Buyer,33,4,Mid,Broker Network,0.609
C001447,11/24/2022,Barishal,Renter-to-Owner,45,1,Low,Organic,0.387
C001448,10/31/2023,Chattogram,Renter-to-Owner,22,4,Upper-Mid,Facebook,0.619
C001449,12/18/2022,Dhaka,End-User,52,4,Mid,Referral,0.623
C001450,2/18/2023,Mymensingh,Renter-to-Owner,34,3,Mid,Organic,0.687
C001451,9/18/2022,Khulna,Investor,39,2,Low,Broker Network,0.7
C001452,1/4/2023,Dhaka,Renter-to-Owner,35,3,Mid,Broker Network,0.484
C001453,1/9/2024,Rangpur,End-User,18,5,,Facebook,0.519
C001454,7/24/2023,Dhaka,End-User,24,4,Mid,Referral,0.657
C001455,11/29/2024,Barishal,Renter-to-Owner,29,2,Low,Organic,0.275
C001456,4/2/2024,Sylhet,End-User,43,4,Mid,Facebook,0.556
C001457,1/18/2022,Mymensingh,Investor,22,4,High,Email,0.95
C001458,2/8/2023,Mymensingh,Renter-to-Owner,26,4,Upper-Mid,Organic,0.812
C001459,11/5/2022,Dhaka,Business Buyer,35,2,Upper-Mid,Marketplace,0.765
C001460,9/19/2023,Barishal,End-User,,4,Low,Facebook,0.328
C001461,10/11/2022,Chattogram,Renter-to-Owner,38,5,Mid,Organic,0.689
C001462,10/26/2024,Rajshahi,Renter-to-Owner,25,4,Lower-Mid,Paid Search,0.643
C001463,11/16/2022,Rajshahi,Renter-to-Owner,20,4,Mid,Facebook,0.562
C001464,7/11/2023,Dhaka,End-User,39,6,Mid,Marketplace,0.625
C001465,5/12/2022,Dhaka,End-User,47,4,Mid,Broker Network,0.617
C001466,8/27/2024,Dhaka,Renter-to-Owner,31,3,High,Facebook,0.88
C001467,8/30/2024,Dhaka,Business Buyer,24,3,High,Marketplace,0.907
C001468,4/26/2024,Dhaka,Investor,30,4,Lower-Mid,Paid Search,0.665
C001469,1/10/2023,Rangpur,End-User,38,2,Upper-Mid,Paid Search,0.63
C001470,3/4/2022,Khulna,End-User,32,3,Upper-Mid,Broker Network,0.635
C001471,1/28/2024,Barishal,Renter-to-Owner,47,4,Mid,Facebook,0.668
C001472,4/3/2023,Rangpur,Renter-to-Owner,42,5,Lower-Mid,Organic,0.533
C001473,11/21/2024,Sylhet,End-User,36,2,Low,Broker Network,0.419
C001474,1/15/2024,Chattogram,Investor,18,4,Lower-Mid,Paid Search,0.635
C001475,7/29/2023,Rangpur,End-User,28,4,Low,Facebook,0.243
C001476,11/17/2024,Sylhet,Renter-to-Owner,29,4,Lower-Mid,Email,0.558
C001477,5/3/2024,Sylhet,End-User,27,4,Low,Paid Search,0.248
C001478,5/4/2023,Rangpur,Investor,36,4,Mid,Broker Network,0.744
C001479,1/21/2022,Rajshahi,End-User,36,6,Mid,Email,0.613
C001480,4/9/2022,Khulna,Renter-to-Owner,19,5,Low,Paid Search,0.454
C001481,4/19/2023,Rangpur,End-User,41,6,Upper-Mid,Organic,0.692
C001482,8/23/2023,Chattogram,Investor,34,4,Low,Email,0.521
C001483,2/2/2022,Barishal,End-User,37,3,Lower-Mid,Facebook,0.514
C001484,5/15/2022,Dhaka,Business Buyer,41,2,Mid,Paid Search,0.599
C001485,1/21/2024,Dhaka,End-User,27,3,Mid,Organic,0.657
C001486,3/12/2024,Khulna,End-User,45,5,Lower-Mid,Organic,0.614
C001487,2/1/2022,Dhaka,Investor,33,5,Mid,Facebook,0.598
C001488,6/26/2023,Mymensingh,End-User,48,5,Lower-Mid,Email,0.437
C001489,3/28/2022,Dhaka,Renter-to-Owner,26,3,Lower-Mid,Facebook,0.46
C001490,2/11/2024,Sylhet,Renter-to-Owner,47,3,Lower-Mid,Paid Search,0.542
C001491,6/8/2024,Dhaka,End-User,26,6,Low,Marketplace,0.285
C001492,7/15/2024,Mymensingh,Renter-to-Owner,57,3,High,Paid Search,0.677
C001493,9/30/2023,Chattogram,End-User,25,6,Mid,Organic,0.596
C001494,11/2/2023,Dhaka,Renter-to-Owner,44,4,Low,Marketplace,0.385
C001495,9/14/2024,Dhaka,Investor,31,3,Upper-Mid,Paid Search,0.808
C001496,10/15/2023,Khulna,End-User,40,2,Mid,Facebook,0.591
C001497,4/21/2023,Mymensingh,Renter-to-Owner,34,3,Lower-Mid,Email,0.411
C001498,3/15/2024,Mymensingh,Business Buyer,24,4,High,Paid Search,0.821
C001499,9/22/2023,Chattogram,Renter-to-Owner,18,3,Mid,Facebook,0.543
C001500,6/17/2024,Khulna,End-User,57,6,Lower-Mid,Email,0.472
C001501,7/14/2023,Dhaka,Renter-to-Owner,35,3,Upper-Mid,Paid Search,0.643
C001502,7/15/2024,Khulna,Renter-to-Owner,18,5,Upper-Mid,Email,0.616
C001503,2/17/2022,Rajshahi,End-User,37,5,Lower-Mid,Organic,0.541
C001504,2/8/2022,Dhaka,End-User,40,6,Low,Email,0.612
C001505,4/16/2022,Rajshahi,End-User,28,3,Mid,Paid Search,0.532
C001506,8/16/2023,Rangpur,End-User,28,4,Mid,Facebook,0.462
C001507,1/26/2024,Dhaka,Renter-to-Owner,34,2,Lower-Mid,Facebook,0.442
C001508,8/19/2022,Dhaka,End-User,45,4,High,Organic,0.835
C001509,6/16/2022,Dhaka,Investor,35,5,Low,Organic,0.56
C001510,7/6/2024,Dhaka,End-User,47,4,Upper-Mid,Broker Network,0.764
C001511,3/11/2024,Dhaka,Renter-to-Owner,44,7,Upper-Mid,Email,0.579
C001512,11/23/2023,Rajshahi,Investor,32,4,Low,Organic,0.645
C001513,6/5/2023,Dhaka,Renter-to-Owner,20,3,Mid,Broker Network,0.703
C001514,3/24/2023,Sylhet,Investor,32,4,Low,Paid Search,0.631
C001515,1/22/2022,Rangpur,End-User,39,2,Mid,Facebook,0.575
C001516,7/20/2022,Mymensingh,Renter-to-Owner,35,3,Mid,Facebook,0.611
C001517,8/14/2024,Rajshahi,End-User,40,2,Mid,Broker Network,0.672
C001518,12/28/2022,Dhaka,Renter-to-Owner,42,4,Mid,Facebook,0.511
C001519,1/22/2024,Dhaka,Investor,39,4,,Organic,0.658
C001520,1/21/2024,Dhaka,End-User,32,5,Low,Paid Search,0.338
C001521,11/26/2022,Mymensingh,End-User,39,4,Low,Paid Search,0.489
C001522,8/6/2022,Mymensingh,Renter-to-Owner,54,2,Mid,Facebook,0.627
C001523,1/8/2024,Chattogram,Investor,21,6,Upper-Mid,Organic,0.935
C001524,4/10/2022,Chattogram,End-User,38,1,Mid,Paid Search,0.526
C001525,6/12/2023,Khulna,End-User,50,4,Lower-Mid,Organic,0.575
C001526,8/4/2024,Dhaka,Business Buyer,23,4,High,Paid Search,0.706
C001527,1/29/2024,Mymensingh,Renter-to-Owner,43,4,Low,Facebook,0.387
C001528,3/25/2024,Dhaka,Renter-to-Owner,44,4,High,Marketplace,0.743
C001529,3/30/2022,Chattogram,End-User,21,4,Lower-Mid,Organic,0.472
C001530,8/1/2022,Chattogram,End-User,40,4,Low,Organic,0.404
C001531,10/21/2022,Dhaka,Renter-to-Owner,32,3,Upper-Mid,Paid Search,0.734
C001532,11/8/2022,Chattogram,Renter-to-Owner,33,2,Lower-Mid,Referral,0.619
C001533,7/26/2022,Rangpur,Renter-to-Owner,31,4,Upper-Mid,Referral,0.865
C001534,11/2/2024,Dhaka,Renter-to-Owner,46,2,Mid,Paid Search,0.443
C001535,6/25/2022,Rajshahi,Renter-to-Owner,33,3,Low,Organic,0.619
C001536,1/25/2024,Chattogram,Investor,30,5,Low,Marketplace,0.508
C001537,9/18/2023,Dhaka,End-User,30,6,Lower-Mid,Facebook,0.535
C001538,10/13/2023,Dhaka,Business Buyer,31,5,Mid,Broker Network,0.677
C001539,8/17/2022,Dhaka,End-User,24,5,Lower-Mid,Paid Search,0.48
C001540,11/24/2022,Dhaka,Investor,30,4,Lower-Mid,Email,0.584
C001541,10/9/2023,Chattogram,End-User,35,5,,Broker Network,0.393
C001542,11/15/2022,Barishal,End-User,38,4,Mid,Organic,0.646
C001543,1/10/2024,Sylhet,Renter-to-Owner,45,6,Low,Organic,0.287
C001544,2/12/2022,Mymensingh,Renter-to-Owner,36,3,Lower-Mid,Organic,0.483
C001545,3/19/2022,Chattogram,Investor,30,5,Low,Email,0.651
C001546,2/16/2024,Sylhet,End-User,25,2,Upper-Mid,Paid Search,0.587
C001547,10/20/2023,Rajshahi,Investor,37,5,Mid,Paid Search,0.669
C001548,2/16/2022,Dhaka,Renter-to-Owner,33,1,Low,Facebook,0.542
C001549,8/16/2024,Chattogram,Investor,33,2,Mid,Referral,0.95
C001550,1/6/2022,Khulna,End-User,36,2,Mid,Facebook,0.52
C001551,10/15/2024,Barishal,End-User,39,4,Mid,Facebook,0.622
C001552,2/17/2024,Chattogram,End-User,36,4,Lower-Mid,Paid Search,0.571
C001553,11/19/2024,Dhaka,End-User,32,7,Lower-Mid,Organic,0.509
C001554,10/8/2024,Mymensingh,Renter-to-Owner,27,4,Upper-Mid,Organic,0.709
C001555,11/30/2022,Dhaka,End-User,28,5,Low,Email,0.397
C001556,3/17/2024,Mymensingh,Investor,42,4,Mid,Marketplace,0.614
C001557,8/13/2022,Barishal,End-User,30,5,Lower-Mid,Email,0.515
C001558,5/18/2023,Rangpur,End-User,22,4,Lower-Mid,Paid Search,0.424
C001559,9/13/2022,Barishal,End-User,44,5,Mid,Organic,0.605
C001560,6/3/2023,Dhaka,Renter-to-Owner,26,2,Low,Facebook,0.423
C001561,7/18/2024,Rajshahi,End-User,34,1,Low,Organic,0.362
C001562,4/10/2023,Barishal,Renter-to-Owner,38,4,Mid,Marketplace,0.597
C001563,4/9/2022,Sylhet,Investor,34,1,Lower-Mid,Broker Network,0.581
C001564,12/13/2022,Dhaka,Renter-to-Owner,18,5,Upper-Mid,Marketplace,0.641
C001565,4/18/2024,Dhaka,End-User,38,3,Mid,Email,0.471
C001566,7/11/2023,Chattogram,End-User,46,2,Upper-Mid,Facebook,0.53
C001567,8/21/2023,Chattogram,End-User,41,7,Upper-Mid,Paid Search,0.439
C001568,4/5/2023,Khulna,End-User,18,4,Low,Email,0.356
C001569,11/9/2022,Rangpur,End-User,53,3,Upper-Mid,Facebook,0.639
C001570,9/30/2023,Barishal,Renter-to-Owner,22,5,High,Email,0.804
C001571,11/6/2023,Sylhet,End-User,24,5,Lower-Mid,Paid Search,0.537
C001572,8/15/2024,Dhaka,Business Buyer,41,5,Mid,Facebook,0.574
C001573,10/21/2023,Chattogram,Renter-to-Owner,38,2,Lower-Mid,Facebook,0.462
C001574,11/26/2024,Chattogram,End-User,35,4,Low,Organic,0.503
C001575,5/31/2024,Dhaka,Renter-to-Owner,29,3,Lower-Mid,Facebook,0.493
C001576,3/25/2022,Dhaka,End-User,46,3,Low,Organic,0.445
C001577,2/23/2023,Chattogram,End-User,34,4,Mid,Paid Search,0.709
C001578,2/15/2023,Dhaka,End-User,20,1,Mid,Facebook,0.5
C001579,1/4/2022,Khulna,Renter-to-Owner,45,5,Low,Organic,0.461
C001580,7/12/2022,Dhaka,Investor,36,3,Lower-Mid,Broker Network,0.611
C001581,3/23/2024,Dhaka,End-User,44,3,Low,Organic,0.407
C001582,1/11/2023,Dhaka,End-User,39,4,High,Broker Network,0.822
C001583,6/7/2022,Rajshahi,End-User,56,3,Upper-Mid,Organic,0.726
C001584,11/3/2022,Khulna,End-User,31,5,Low,Referral,0.565
C001585,10/20/2022,Chattogram,End-User,34,2,Upper-Mid,Facebook,0.629
C001586,7/6/2022,Dhaka,Renter-to-Owner,40,3,Upper-Mid,Broker Network,0.551
C001587,4/18/2022,Mymensingh,End-User,31,3,Upper-Mid,Facebook,0.65
C001588,3/25/2024,Rajshahi,End-User,41,2,Upper-Mid,Paid Search,0.628
C001589,5/28/2024,Sylhet,Business Buyer,18,4,Lower-Mid,Referral,0.66
C001590,6/14/2023,Khulna,Business Buyer,33,3,Lower-Mid,Paid Search,0.677
C001591,10/19/2023,Barishal,Investor,33,2,Upper-Mid,Paid Search,0.798
C001592,9/6/2024,Rangpur,End-User,33,4,Upper-Mid,Facebook,0.646
C001593,6/17/2024,Chattogram,Investor,26,6,Lower-Mid,Broker Network,0.604
C001594,2/4/2022,Sylhet,Business Buyer,42,4,Mid,Referral,0.629
C001595,10/12/2024,Dhaka,End-User,29,4,Mid,Marketplace,0.482
C001596,3/13/2022,Rajshahi,End-User,36,4,Mid,Organic,0.575
C001597,1/29/2022,Chattogram,End-User,34,3,Mid,Organic,0.644
C001598,3/6/2023,Dhaka,End-User,39,5,Low,Facebook,0.262
C001599,3/6/2024,Mymensingh,Investor,,4,,Referral,0.851
C001600,3/27/2022,Rangpur,Renter-to-Owner,36,1,,Organic,0.503
C001601,11/9/2022,Dhaka,End-User,42,5,Low,Paid Search,0.363
C001602,10/8/2022,Mymensingh,End-User,35,5,,Marketplace,0.531
C001603,2/28/2023,Chattogram,Renter-to-Owner,29,4,Lower-Mid,Paid Search,0.544
C001604,11/17/2024,Chattogram,End-User,33,1,,Paid Search,0.486
C001605,12/20/2022,Rangpur,Investor,31,4,Low,Paid Search,0.751
C001606,8/11/2022,Chattogram,End-User,39,5,,Organic,0.552
C001607,5/11/2022,Chattogram,Renter-to-Owner,35,4,Lower-Mid,Paid Search,0.545
C001608,7/31/2022,Rajshahi,Investor,27,4,Low,Organic,0.623
C001609,5/22/2022,Dhaka,Renter-to-Owner,32,5,Upper-Mid,Paid Search,0.769
C001610,9/4/2023,Chattogram,End-User,20,4,Mid,Paid Search,0.576
C001611,3/25/2023,Chattogram,End-User,32,5,Mid,Facebook,0.538
C001612,6/15/2023,Sylhet,End-User,34,4,Mid,Paid Search,0.42
C001613,6/6/2024,Dhaka,Investor,50,4,Lower-Mid,Marketplace,0.604
C001614,9/11/2023,Dhaka,End-User,46,5,Low,Paid Search,0.292
C001615,6/15/2022,Sylhet,Renter-to-Owner,25,3,Lower-Mid,Organic,0.544
C001616,2/6/2023,Dhaka,End-User,36,2,Upper-Mid,Broker Network,0.594
C001617,11/30/2022,Chattogram,End-User,36,4,Mid,Broker Network,0.539
C001618,5/31/2024,Sylhet,Business Buyer,32,4,Upper-Mid,Facebook,0.697
C001619,11/24/2022,Barishal,Investor,32,5,Upper-Mid,Paid Search,0.789
C001620,5/28/2022,Dhaka,End-User,31,5,Lower-Mid,Email,0.446
C001621,2/24/2024,Rangpur,End-User,51,4,Upper-Mid,Referral,0.626
C001622,4/2/2023,Sylhet,Investor,30,3,Mid,Paid Search,0.743
C001623,4/13/2022,Chattogram,Business Buyer,37,3,Mid,Paid Search,0.598
C001624,1/6/2024,Barishal,Business Buyer,18,4,Mid,Organic,0.682
C001625,8/13/2022,Sylhet,End-User,41,2,Lower-Mid,Organic,0.506
C001626,7/14/2024,Rajshahi,Business Buyer,45,4,Low,Organic,0.353
C001627,6/6/2024,Khulna,Investor,25,7,,Paid Search,0.769
C001628,1/29/2023,Sylhet,Business Buyer,29,2,Lower-Mid,Marketplace,0.612
C001629,8/16/2023,Mymensingh,Renter-to-Owner,38,4,Lower-Mid,Email,0.566
C001630,8/29/2023,Khulna,End-User,34,4,Low,Organic,0.388
C001631,11/28/2023,Barishal,End-User,38,4,Low,Organic,0.438
C001632,3/15/2022,Sylhet,Renter-to-Owner,31,2,High,Facebook,0.653
C001633,12/13/2022,Rangpur,End-User,51,4,Lower-Mid,Paid Search,0.489
C001634,7/1/2022,Mymensingh,End-User,28,3,High,Broker Network,0.605
C001635,1/14/2024,Dhaka,End-User,58,2,Mid,Marketplace,0.428
C001636,3/15/2022,Dhaka,Investor,45,5,Low,Facebook,0.493
C001637,7/6/2023,Rajshahi,Investor,41,5,Low,Organic,0.751
C001638,2/15/2024,Chattogram,End-User,25,2,Lower-Mid,Email,0.382
C001639,10/7/2024,Khulna,Renter-to-Owner,42,3,Lower-Mid,Facebook,0.527
C001640,11/4/2022,Barishal,End-User,39,3,Lower-Mid,Facebook,0.265
C001641,1/9/2022,Mymensingh,End-User,18,2,Upper-Mid,Broker Network,0.662
C001642,2/11/2024,Chattogram,End-User,21,5,Lower-Mid,Paid Search,0.589
C001643,1/2/2022,Sylhet,End-User,37,5,Mid,Paid Search,0.58
C001644,3/12/2022,Dhaka,End-User,33,3,Mid,Broker Network,0.414
C001645,11/21/2024,Khulna,Investor,29,4,,Organic,0.803
C001646,7/8/2024,Dhaka,End-User,44,4,High,Organic,0.723
C001647,1/25/2024,Khulna,End-User,26,4,Lower-Mid,Facebook,0.528
C001648,6/9/2024,Khulna,End-User,30,2,Lower-Mid,Organic,0.502
C001649,3/22/2022,Sylhet,End-User,28,4,High,Broker Network,0.625
C001650,4/5/2022,Rajshahi,Renter-to-Owner,39,2,High,Marketplace,0.749
C001651,11/17/2022,Chattogram,Investor,19,5,Upper-Mid,Marketplace,0.754
C001652,1/26/2022,Dhaka,Renter-to-Owner,30,2,Upper-Mid,Organic,0.577
C001653,8/4/2024,Dhaka,End-User,18,2,Lower-Mid,Marketplace,0.426
C001654,3/2/2022,Mymensingh,Investor,31,4,Mid,Organic,0.8
C001655,8/3/2023,Mymensingh,End-User,41,4,Lower-Mid,Paid Search,0.481
C001656,6/28/2024,Chattogram,End-User,41,4,Mid,Organic,0.681
C001657,2/23/2024,Dhaka,End-User,27,3,Upper-Mid,Email,0.618
C001658,9/8/2022,Chattogram,Renter-to-Owner,39,4,Lower-Mid,Paid Search,0.4
C001659,5/17/2023,Sylhet,Renter-to-Owner,32,4,Mid,Referral,0.623
C001660,8/8/2023,Chattogram,End-User,46,5,Mid,Broker Network,0.579
C001661,3/29/2024,Dhaka,Business Buyer,33,4,Lower-Mid,Paid Search,0.677
C001662,3/31/2023,Chattogram,End-User,18,3,Mid,Broker Network,0.58
C001663,10/31/2022,Dhaka,Investor,42,2,Mid,Paid Search,0.729
C001664,4/28/2024,Chattogram,Renter-to-Owner,30,2,Low,Organic,0.481
C001665,8/2/2024,Dhaka,End-User,32,4,Lower-Mid,Facebook,0.429
C001666,6/6/2023,Rajshahi,Investor,37,5,Low,Broker Network,0.763
C001667,1/30/2022,Khulna,Investor,21,3,Low,Organic,0.623
C001668,6/18/2023,Dhaka,End-User,35,4,Lower-Mid,Broker Network,0.469
C001669,8/5/2024,Khulna,End-User,39,3,Mid,Paid Search,0.543
C001670,11/20/2024,Khulna,End-User,37,5,Lower-Mid,Referral,0.476
C001671,3/4/2023,Barishal,End-User,29,5,Mid,Organic,0.475
C001672,6/10/2022,Mymensingh,Renter-to-Owner,43,1,Low,Paid Search,0.301
C001673,9/2/2023,Dhaka,Business Buyer,25,5,Upper-Mid,Facebook,0.672
C001674,6/4/2024,Rangpur,Investor,28,4,Lower-Mid,Facebook,0.724
C001675,10/4/2024,Sylhet,Investor,33,3,Mid,Paid Search,0.833
C001676,2/25/2022,Sylhet,End-User,37,3,Low,Facebook,0.261
C001677,11/6/2022,Chattogram,Investor,31,4,Upper-Mid,Paid Search,0.807
C001678,5/25/2023,Chattogram,End-User,45,3,Mid,Organic,0.611
C001679,4/15/2022,Dhaka,End-User,37,2,High,Organic,0.702
C001680,8/2/2024,Mymensingh,Renter-to-Owner,35,3,Lower-Mid,Email,0.645
C001681,4/30/2022,Rajshahi,End-User,36,2,Upper-Mid,Organic,0.741
C001682,12/11/2023,Chattogram,End-User,41,5,Lower-Mid,Paid Search,0.479
C001683,9/6/2024,Khulna,End-User,36,4,Low,Paid Search,0.375
C001684,1/1/2024,Dhaka,Renter-to-Owner,18,7,Mid,Referral,0.565
C001685,3/24/2024,Dhaka,End-User,44,4,Low,Paid Search,0.479
C001686,10/8/2022,Rajshahi,Renter-to-Owner,35,4,Upper-Mid,Paid Search,0.736
C001687,6/1/2024,Khulna,Renter-to-Owner,40,2,Lower-Mid,Marketplace,0.543
C001688,3/23/2023,Barishal,End-User,30,3,Mid,Marketplace,0.471
C001689,3/7/2022,Rajshahi,End-User,18,4,Mid,Organic,0.548
C001690,1/26/2023,Rajshahi,End-User,18,3,Mid,Referral,0.66
C001691,1/8/2023,Barishal,End-User,26,3,Mid,Email,0.648
C001692,7/10/2023,Dhaka,End-User,39,4,Mid,Marketplace,0.668
C001693,10/10/2022,Sylhet,End-User,46,4,,Paid Search,0.481
C001694,5/8/2023,Sylhet,Renter-to-Owner,37,2,Mid,Broker Network,0.637
C001695,4/2/2023,Dhaka,Investor,25,4,Mid,Paid Search,0.572
C001696,12/15/2022,Dhaka,End-User,27,4,Upper-Mid,Referral,0.503
C001697,1/13/2024,Dhaka,End-User,46,3,Lower-Mid,Facebook,0.472
C001698,11/22/2022,Dhaka,End-User,22,3,Low,Broker Network,0.342
C001699,3/27/2024,Khulna,End-User,53,4,Mid,Marketplace,0.372
C001700,9/25/2022,Dhaka,End-User,51,1,Mid,Organic,0.507
C001701,7/10/2024,Rajshahi,End-User,53,4,Upper-Mid,Paid Search,0.647
C001702,1/25/2023,Dhaka,End-User,37,6,High,Facebook,0.711
C001703,2/13/2022,Dhaka,End-User,31,1,Upper-Mid,Paid Search,0.489
C001704,6/9/2022,Chattogram,Renter-to-Owner,37,5,Mid,Facebook,0.689
C001705,5/9/2024,Dhaka,Investor,42,4,Mid,Broker Network,0.724
C001706,7/18/2024,Mymensingh,Renter-to-Owner,28,2,Lower-Mid,Referral,0.622
C001707,8/14/2022,Chattogram,End-User,24,4,Low,Broker Network,0.413
C001708,10/4/2023,Dhaka,Renter-to-Owner,31,5,Upper-Mid,Organic,0.749
C001709,9/5/2023,Dhaka,End-User,27,2,Upper-Mid,Organic,0.605
C001710,5/23/2022,Chattogram,End-User,45,3,Low,Email,0.388
C001711,4/27/2023,Rajshahi,Investor,28,4,Upper-Mid,Facebook,0.822
C001712,1/10/2024,Barishal,Business Buyer,35,5,Upper-Mid,Referral,0.814
C001713,10/27/2024,Chattogram,End-User,43,3,Lower-Mid,Organic,0.518
